OG	GCA_000634175__GCA_000634215	GCA_000634175__GCA_000634255	GCA_000634175__GCA_000634275	GCA_000634175__GCA_000634335	GCA_000634175__GCA_000634375	GCA_000634175__GCA_000634795	GCA_000634175__GCA_000635055	GCA_000634175__GCA_000635095	GCA_000634175__GCA_000635215	GCA_000634175__GCA_000635395	GCA_000634175__GCA_000635755	GCA_000634175__GCA_003280805	GCA_000634175__GCA_003280815	GCA_000634175__GCA_902533015	GCA_000634175__GCA_902537995	GCA_000634175__GCA_902551645	GCA_000634175__GCA_902555385	GCA_000634175__GCA_902618405	GCA_000634175__GCA_902619715	GCA_000634175__GCA_902623015	GCA_000634215__GCA_000634255	GCA_000634215__GCA_000634275	GCA_000634215__GCA_000634335	GCA_000634215__GCA_000634375	GCA_000634215__GCA_000634795	GCA_000634215__GCA_000635055	GCA_000634215__GCA_000635095	GCA_000634215__GCA_000635215	GCA_000634215__GCA_000635395	GCA_000634215__GCA_000635755	GCA_000634215__GCA_003280805	GCA_000634215__GCA_003280815	GCA_000634215__GCA_902533015	GCA_000634215__GCA_902537995	GCA_000634215__GCA_902551645	GCA_000634215__GCA_902555385	GCA_000634215__GCA_902618405	GCA_000634215__GCA_902619715	GCA_000634215__GCA_902623015	GCA_000634255__GCA_000634275	GCA_000634255__GCA_000634335	GCA_000634255__GCA_000634375	GCA_000634255__GCA_000634795	GCA_000634255__GCA_000635055	GCA_000634255__GCA_000635095	GCA_000634255__GCA_000635215	GCA_000634255__GCA_000635395	GCA_000634255__GCA_000635755	GCA_000634255__GCA_003280805	GCA_000634255__GCA_003280815	GCA_000634255__GCA_902533015	GCA_000634255__GCA_902537995	GCA_000634255__GCA_902551645	GCA_000634255__GCA_902555385	GCA_000634255__GCA_902618405	GCA_000634255__GCA_902619715	GCA_000634255__GCA_902623015	GCA_000634275__GCA_000634335	GCA_000634275__GCA_000634375	GCA_000634275__GCA_000634795	GCA_000634275__GCA_000635055	GCA_000634275__GCA_000635095	GCA_000634275__GCA_000635215	GCA_000634275__GCA_000635395	GCA_000634275__GCA_000635755	GCA_000634275__GCA_003280805	GCA_000634275__GCA_003280815	GCA_000634275__GCA_902533015	GCA_000634275__GCA_902537995	GCA_000634275__GCA_902551645	GCA_000634275__GCA_902555385	GCA_000634275__GCA_902618405	GCA_000634275__GCA_902619715	GCA_000634275__GCA_902623015	GCA_000634335__GCA_000634375	GCA_000634335__GCA_000634795	GCA_000634335__GCA_000635055	GCA_000634335__GCA_000635095	GCA_000634335__GCA_000635215	GCA_000634335__GCA_000635395	GCA_000634335__GCA_000635755	GCA_000634335__GCA_003280805	GCA_000634335__GCA_003280815	GCA_000634335__GCA_902533015	GCA_000634335__GCA_902537995	GCA_000634335__GCA_902551645	GCA_000634335__GCA_902555385	GCA_000634335__GCA_902618405	GCA_000634335__GCA_902619715	GCA_000634335__GCA_902623015	GCA_000634375__GCA_000634795	GCA_000634375__GCA_000635055	GCA_000634375__GCA_000635095	GCA_000634375__GCA_000635215	GCA_000634375__GCA_000635395	GCA_000634375__GCA_000635755	GCA_000634375__GCA_003280805	GCA_000634375__GCA_003280815	GCA_000634375__GCA_902533015	GCA_000634375__GCA_902537995	GCA_000634375__GCA_902551645	GCA_000634375__GCA_902555385	GCA_000634375__GCA_902618405	GCA_000634375__GCA_902619715	GCA_000634375__GCA_902623015	GCA_000634795__GCA_000635055	GCA_000634795__GCA_000635095	GCA_000634795__GCA_000635215	GCA_000634795__GCA_000635395	GCA_000634795__GCA_000635755	GCA_000634795__GCA_003280805	GCA_000634795__GCA_003280815	GCA_000634795__GCA_902533015	GCA_000634795__GCA_902537995	GCA_000634795__GCA_902551645	GCA_000634795__GCA_902555385	GCA_000634795__GCA_902618405	GCA_000634795__GCA_902619715	GCA_000634795__GCA_902623015	GCA_000635055__GCA_000635095	GCA_000635055__GCA_000635215	GCA_000635055__GCA_000635395	GCA_000635055__GCA_000635755	GCA_000635055__GCA_003280805	GCA_000635055__GCA_003280815	GCA_000635055__GCA_902533015	GCA_000635055__GCA_902537995	GCA_000635055__GCA_902551645	GCA_000635055__GCA_902555385	GCA_000635055__GCA_902618405	GCA_000635055__GCA_902619715	GCA_000635055__GCA_902623015	GCA_000635095__GCA_000635215	GCA_000635095__GCA_000635395	GCA_000635095__GCA_000635755	GCA_000635095__GCA_003280805	GCA_000635095__GCA_003280815	GCA_000635095__GCA_902533015	GCA_000635095__GCA_902537995	GCA_000635095__GCA_902551645	GCA_000635095__GCA_902555385	GCA_000635095__GCA_902618405	GCA_000635095__GCA_902619715	GCA_000635095__GCA_902623015	GCA_000635215__GCA_000635395	GCA_000635215__GCA_000635755	GCA_000635215__GCA_003280805	GCA_000635215__GCA_003280815	GCA_000635215__GCA_902533015	GCA_000635215__GCA_902537995	GCA_000635215__GCA_902551645	GCA_000635215__GCA_902555385	GCA_000635215__GCA_902618405	GCA_000635215__GCA_902619715	GCA_000635215__GCA_902623015	GCA_000635395__GCA_000635755	GCA_000635395__GCA_003280805	GCA_000635395__GCA_003280815	GCA_000635395__GCA_902533015	GCA_000635395__GCA_902537995	GCA_000635395__GCA_902551645	GCA_000635395__GCA_902555385	GCA_000635395__GCA_902618405	GCA_000635395__GCA_902619715	GCA_000635395__GCA_902623015	GCA_000635755__GCA_003280805	GCA_000635755__GCA_003280815	GCA_000635755__GCA_902533015	GCA_000635755__GCA_902537995	GCA_000635755__GCA_902551645	GCA_000635755__GCA_902555385	GCA_000635755__GCA_902618405	GCA_000635755__GCA_902619715	GCA_000635755__GCA_902623015	GCA_003280805__GCA_003280815	GCA_003280805__GCA_902533015	GCA_003280805__GCA_902537995	GCA_003280805__GCA_902551645	GCA_003280805__GCA_902555385	GCA_003280805__GCA_902618405	GCA_003280805__GCA_902619715	GCA_003280805__GCA_902623015	GCA_003280815__GCA_902533015	GCA_003280815__GCA_902537995	GCA_003280815__GCA_902551645	GCA_003280815__GCA_902555385	GCA_003280815__GCA_902618405	GCA_003280815__GCA_902619715	GCA_003280815__GCA_902623015	GCA_902533015__GCA_902537995	GCA_902533015__GCA_902551645	GCA_902533015__GCA_902555385	GCA_902533015__GCA_902618405	GCA_902533015__GCA_902619715	GCA_902533015__GCA_902623015	GCA_902537995__GCA_902551645	GCA_902537995__GCA_902555385	GCA_902537995__GCA_902618405	GCA_902537995__GCA_902619715	GCA_902537995__GCA_902623015	GCA_902551645__GCA_902555385	GCA_902551645__GCA_902618405	GCA_902551645__GCA_902619715	GCA_902551645__GCA_902623015	GCA_902555385__GCA_902618405	GCA_902555385__GCA_902619715	GCA_902555385__GCA_902623015	GCA_902618405__GCA_902619715	GCA_902618405__GCA_902623015	GCA_902619715__GCA_902623015
OG0000735	0.0302	0.0154	0.0154	0.0154	0.0153	0.0154	0.0154	0.0153	0.0154	0.0154	0.0153	0.0153	0.0153	0.0154	-	-	-	0.0153	0.0153	0.0154	0.0148	0.0148	0.0148	0.0147	0.0148	0.0148	0.0147	0.0148	0.0148	0.0147	0.0147	0.0147	0.0148	-	-	-	0.0147	0.0147	0.0148	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	-	-	-	0	0	0	0	0	0	0	0	0	0	-	-	-	0	0	0	0	0	0	0	0	0	-	-	-	0	0	0	0	0	0	0	0	-	-	-	0	0	0	0	0	0	0	-	-	-	0	0	0	0	0	0	-	-	-	0	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	-	-	-	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
OG0000736	0.0140	0	0	0	0	0	0.0140	0	0	0	0	0	0	0	-	-	-	0	0	0	0.0140	0.0140	0.0140	0.0140	0.0140	0.0282	0.0140	0.0140	0.0140	0.0140	0.0140	0.0140	0.0140	-	-	-	0.0140	0.0140	0.0140	0	0	0	0	0.0140	0	0	0	0	0	0	0	-	-	-	0	0	0	0	0	0	0.0140	0	0	0	0	0	0	0	-	-	-	0	0	0	0	0	0.0140	0	0	0	0	0	0	0	-	-	-	0	0	0	0	0.0140	0	0	0	0	0	0	0	-	-	-	0	0	0	0.0140	0	0	0	0	0	0	0	-	-	-	0	0	0	0.0140	0.0140	0.0140	0.0140	0.0140	0.0140	0.0140	-	-	-	0.0140	0.0140	0.0140	0	0	0	0	0	0	-	-	-	0	0	0	0	0	0	0	0	-	-	-	0	0	0	0	0	0	0	-	-	-	0	0	0	0	0	0	-	-	-	0	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	-	-	-	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
OG0000743	0	0	0	0.0111	0	0	0	0.0225	-	0.1672	0.0111	0.2028	0.0111	0.0112	-	0	-	0.2028	0.1541	-	0	0	0.0110	0	0	0	0.0225	-	0.1672	0.0110	0.2027	0.0110	0.0112	-	0	-	0.2027	0.1540	-	0	0.0110	0	0	0	0.0225	-	0.1672	0.0110	0.2027	0.0110	0.0112	-	0	-	0.2027	0.1540	-	0.0110	0	0	0	0.0225	-	0.1672	0.0110	0.2027	0.0110	0.0112	-	0	-	0.2027	0.1540	-	0.0110	0.0110	0.0110	0.0111	-	0.1794	0	0.2151	0	0.0226	-	0.0110	-	0.2151	0.1659	-	0	0	0.0225	-	0.1672	0.0110	0.2027	0.0110	0.0112	-	0	-	0.2027	0.1540	-	0	0.0225	-	0.1672	0.0110	0.2027	0.0110	0.0112	-	0	-	0.2027	0.1540	-	0.0225	-	0.1672	0.0110	0.2027	0.0110	0.0112	-	0	-	0.2027	0.1540	-	-	0.1959	0.0111	0.2325	0.0111	0.0344	-	0.0225	-	0.2325	0.1820	-	-	-	-	-	-	-	-	-	-	-	-	0.1794	0.0716	0.1794	0.1825	-	0.1672	-	0.0716	0.0201	-	0.2151	0	0.0226	-	0.0110	-	0.2151	0.1659	-	0.2151	0.2187	-	0.2027	-	0	0.0604	-	0.0226	-	0.0110	-	0.2151	0.1659	-	-	0.0112	-	0.2187	0.1687	-	-	-	-	-	-	-	0.2027	0.1540	-	-	-	-	0.0604	-	-
OG0000744	0	0	0	0	0.0460	0	0	0	-	-	0	0	0	0	0	0	-	0	0	0	0	0	0	0.0460	0	0	0	-	-	0	0	0	0	0	0	-	0	0	0	0	0	0.0460	0	0	0	-	-	0	0	0	0	0	0	-	0	0	0	0	0.0451	0	0	0	-	-	0	0	0	0	0	0	-	0	0	0	0.0460	0	0	0	-	-	0	0	0	0	0	0	-	0	0	0	0.0460	0.0460	0.0460	-	-	0.0451	0.0451	0.0451	0.0460	0.0460	0.0451	-	0.0451	0.0460	0.0460	0	0	-	-	0	0	0	0	0	0	-	0	0	0	0	-	-	0	0	0	0	0	0	-	0	0	0	-	-	0	0	0	0	0	0	-	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0	0	0	-	0	0	0	0	0	0	0	-	0	0	0	0	0	0	-	0	0	0	0	0	-	0	0	0	0	-	0	0	0	-	0	0	0	-	-	-	0	0	0
OG0000745	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0	0	0	0.0118	-	-	0.0118	0	0	0.0117	0	0.0118	0	0	-	0	0.0115	0	0	0	0	0.0117	-	-	0.0117	0	0	0.0116	0	0.0117	0	0	-	0	0.0114	0	0	0	0.0117	-	-	0.0118	0	0	0.0116	0	0.0118	0	0	-	0	0.0114	0	0	0.0117	-	-	0.0118	0	0	0.0116	0	0.0118	0	0	-	0	0.0114	0	0.0117	-	-	0.0118	0	0	0.0116	0	0.0118	0	0	-	0	0.0114	0.0117	-	-	0.0118	0	0	0.0116	0	0.0118	0	0	-	0	0.0114	-	-	0.0240	0.0117	0.0117	0.0238	0.0117	0.0240	0.0117	0.0117	-	0.0117	0.0232	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0118	0.0118	0.0239	0.0117	0	0.0118	0.0118	-	0.0118	0.0233	0	0.0116	0	0.0118	0	0	-	0	0.0114	0.0116	0	0.0118	0	0	-	0	0.0114	0.0116	0.0239	0.0116	0.0116	-	0.0117	0.0231	0.0117	0	0	-	0	0.0114	0.0118	0.0118	-	0.0118	0.0233	0	-	0	0.0114	-	0	0.0114	-	-	0.0114
OG0000746	0.0370	0	0	0.0368	0.0368	0	0	0.0368	0	0	-	0.0368	-	0.0368	0.0367	0	0.0566	-	0.0368	0	0.0368	0.0370	0	0	0.0370	0.0370	0	0.0372	0.0370	-	0	-	0	0.0755	0.0370	0.0184	-	0	0.0370	0	0.0366	0.0366	0	0	0.0366	0	0	-	0.0365	-	0.0366	0.0364	0	0.0562	-	0.0366	0	0.0368	0.0368	0	0	0.0368	0	0	-	0.0368	-	0.0368	0.0367	0	0.0566	-	0.0368	0	0	0.0368	0.0368	0	0.0370	0.0368	-	0	-	0	0.0751	0.0368	0.0183	-	0	0.0368	0.0368	0.0368	0	0.0370	0.0368	-	0	-	0	0.0751	0.0368	0.0184	-	0	0.0368	0	0.0368	0	0	-	0.0368	-	0.0368	0.0367	0	0.0566	-	0.0368	0	0.0368	0	0	-	0.0368	-	0.0368	0.0367	0	0.0566	-	0.0368	0	0.0370	0.0368	-	0	-	0	0.0751	0.0368	0.0183	-	0	0.0368	0	-	0.0370	-	0.0370	0.0369	0	0.0569	-	0.0370	0	-	0.0368	-	0.0368	0.0367	0	0.0566	-	0.0368	0	-	-	-	-	-	-	-	-	-	-	0	0.0749	0.0368	0.0183	-	0	0.0368	-	-	-	-	-	-	-	0.0751	0.0368	0.0184	-	0	0.0368	0.0367	0.0975	-	0.0751	0.0367	0.0566	-	0.0368	0	-	0.0183	0.0566	-	-	0.0368
OG0000748	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0183	0.0183	0.0183	0.0183	0.0183	0.0183	0.0183	0.0183	-	-	0.0183	0.0183	0.0280	0.0183	-	0.0183	0.0183	0.0374	0.0183	0	0	0	0	0	0	0	-	-	0	0	0.0092	0	-	0	0	0.0185	0	0	0	0	0	0	0	-	-	0	0	0.0092	0	-	0	0	0.0185	0	0	0	0	0	0	-	-	0	0	0.0092	0	-	0	0	0.0185	0	0	0	0	0	-	-	0	0	0.0092	0	-	0	0	0.0185	0	0	0	0	-	-	0	0	0.0092	0	-	0	0	0.0185	0	0	0	-	-	0	0	0.0092	0	-	0	0	0.0185	0	0	-	-	0	0	0.0092	0	-	0	0	0.0185	0	-	-	0	0	0.0092	0	-	0	0	0.0185	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.0092	0	-	0	0	0.0185	0	0.0092	0	-	0	0	0.0185	0	0.0092	-	0.0092	0.0092	0.0281	0.0092	-	0	0	0.0185	0	-	-	-	-	0	0.0185	0	0.0185	0	0.0185
OG0000750	0.0201	0.0210	0.0210	0	0.0202	0	0	0.0205	-	0	0	0.0209	0	0	0	-	-	-	0	0	0.0416	0.0416	0.0202	0.0401	0.0201	0.0201	0.0407	-	0.0201	0.0201	0.0415	0.0201	0.0201	0.0201	-	-	-	0.0201	0.0201	0	0.0210	0.0417	0.0210	0.0210	0.0425	-	0.0210	0.0210	0.0433	0.0210	0.0210	0.0210	-	-	-	0.0210	0.0210	0.0210	0.0417	0.0210	0.0210	0.0425	-	0.0210	0.0210	0.0433	0.0210	0.0210	0.0210	-	-	-	0.0210	0.0210	0.0203	0	0	0.0206	-	0	0	0.0210	0	0	0	-	-	-	0	0	0.0202	0.0202	0.0409	-	0.0202	0.0202	0.0416	0.0202	0.0202	0.0202	-	-	-	0.0202	0.0202	0	0.0205	-	0	0	0.0209	0	0	0	-	-	-	0	0	0.0205	-	0	0	0.0209	0	0	0	-	-	-	0	0	-	0.0205	0.0205	0.0423	0.0205	0.0205	0.0205	-	-	-	0.0205	0.0205	-	-	-	-	-	-	-	-	-	-	-	0	0.0209	0	0	0	-	-	-	0	0	0.0209	0	0	0	-	-	-	0	0	0.0209	0.0209	0.0209	-	-	-	0.0209	0.0209	0	0	-	-	-	0	0	0	-	-	-	0	0	-	-	-	0	0	-	-	-	-	-	-	-	-	-	0
OG0000751	0.5915	0.5495	0.4231	-	0.3975	0.3952	-	0.4584	0.4704	0.5090	0.6401	-	0.4385	0.4385	0.5090	0.4231	0.4492	0.4462	0.4385	0.4745	0.4666	0.3331	-	0.4156	0.4806	-	0.3175	0.3357	0.3902	0.4225	-	0.3660	0.3660	0.3902	0.3331	0.3587	0.3774	0.3660	0.4379	0.1457	-	0.2304	0.4961	-	0.1625	0.1006	0.2849	0.2076	-	0.2017	0.2017	0.2849	0.1457	0.2061	0.1377	0.2017	0.4550	-	0.1554	0.3286	-	0.0966	0.0887	0.2131	0.1231	-	0.1102	0.1102	0.2131	0	0.1227	0.1104	0.1102	0.3009	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.3936	-	0.2026	0.1729	0.2559	0.2338	-	0.1971	0.1971	0.2559	0.1554	0.2125	0.2103	0.1971	0.4474	-	0.4412	0.3637	0.3479	0.5215	-	0.3666	0.3666	0.3479	0.3286	0.3590	0.3463	0.3666	0.4133	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1052	0.2927	0.1941	-	0.1471	0.1471	0.2927	0.0966	0.1722	0.1488	0.1471	0.4045	0.2311	0.1867	-	0.1381	0.1381	0.2311	0.0887	0.1406	0.0890	0.1381	0.3345	0.3568	-	0.2223	0.2223	0	0.2131	0.2023	0.2098	0.2223	0.3923	-	0.2016	0.2016	0.3568	0.1231	0.2188	0.2279	0.2016	0.4431	-	-	-	-	-	-	-	-	0	0.2223	0.1102	0.0267	0.1621	0	0.3549	0.2223	0.1102	0.0267	0.1621	0	0.3549	0.2131	0.2023	0.2098	0.2223	0.3923	0.1227	0.1104	0.1102	0.3009	0.1429	0.0267	0.3476	0.1621	0.3409	0.3549
OG0000752	0.5736	0.5131	0.5115	-	0.3816	2.0088	-	0.5338	0.5253	0.5189	0.5860	-	0.5943	0.6086	0.5093	-	0.5943	0.6291	0.5922	0.6077	0.1325	0.1486	-	0.4723	2.3607	-	0.1135	0.1413	0.1319	0.2067	-	0.1995	0.2212	0.1306	-	0.1995	0.1485	0.1991	0.2346	0.0677	-	0.4047	1.3072	-	0.0874	0.1054	0.0366	0.1062	-	0.0954	0.1153	0.0362	-	0.0954	0.1285	0.0952	0.2175	-	0.4045	1.6842	-	0.0586	0.1202	0.0574	0.1210	-	0.1158	0.1420	0.0668	-	0.1158	0.1327	0.1155	0.2261	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.2647	-	0.4035	0.4498	0.4431	0.4386	-	0.4371	0.4489	0.4361	-	0.4371	0.4632	0.4359	0.4853	-	1.3358	1.7522	1.9002	1.5983	-	1.6954	1.6949	1.5535	-	1.6954	1.5843	1.6759	1.4470	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1186	0.0873	0.1535	-	0.1415	0.1629	0.0863	-	0.1415	0.1372	0.1411	0.1868	0.1054	0.1591	-	0.1472	0.1566	0.1043	-	0.1472	0.1541	0.1469	0.2529	0.1162	-	0.1051	0.1252	0	-	0.1051	0.1230	0.1049	0.2167	-	0.0087	0.0262	0.1150	-	0.0087	0.1669	0.0087	0.2522	-	-	-	-	-	-	-	-	0.0172	0.1041	-	0	0.1468	0	0.2482	0.1240	-	0.0172	0.1759	0.0172	0.2720	-	0.1041	0.1218	0.1039	0.2143	-	-	-	-	0.1468	0	0.2482	0.1466	0.2328	0.2476
OG0000753	0.2937	0.3253	0	-	0.0839	0.1946	-	0.1229	0	0.0943	-	-	0.3107	0.3109	0.0943	0	0.3109	0.2859	0.3236	0.0943	0.4096	0.2937	-	0.3263	0.2163	-	0.3086	0.2937	0.3514	-	-	0.0205	0.0205	0.3514	0.2937	0.0205	0.4140	0.0306	0.3514	0.3253	-	0.3433	0.3470	-	0.4075	0.3253	0.3761	-	-	0.4180	0.4180	0.3761	0.3253	0.4180	0.1637	0.4108	0.3761	-	0.0839	0.1946	-	0.1229	0	0.0943	-	-	0.3107	0.3109	0.0943	0	0.3109	0.2859	0.3236	0.0943	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.2354	-	0.1129	0.0839	0.0949	-	-	0.3445	0.3446	0.0949	0.0839	0.3446	0.3200	0.3579	0.0949	-	0.2298	0.1946	0.2176	-	-	0.2261	0.2262	0.2176	0.1946	0.2262	0.3671	0.2384	0.2176	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1229	0.1350	-	-	0.3271	0.3272	0.1350	0.1229	0.3272	0.3715	0.3406	0.1350	0.0943	-	-	0.3107	0.3109	0.0943	0	0.3109	0.2859	0.3236	0.0943	-	-	0.3699	0.3702	0	0.0943	0.3702	0.3104	0.3836	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.3699	0.3107	0	0.4132	0.0102	0.3699	0.3702	0.3109	0	0.4134	0.0102	0.3702	0.0943	0.3702	0.3104	0.3836	0	0.3109	0.2859	0.3236	0.0943	0.4134	0.0102	0.3702	0.4068	0.3104	0.3836
OG0000757	0.0158	0	0	0	0	0	0	0	-	0	0	0	0	-	-	0	0	-	0	0	0.0158	0.0158	0.0158	0.0158	0.0158	0.0158	0.0158	-	0.0158	0.0158	0.0158	0.0158	-	-	0.0158	0.0158	-	0.0158	0.0158	0	0	0	0	0	0	-	0	0	0	0	-	-	0	0	-	0	0	0	0	0	0	0	-	0	0	0	0	-	-	0	0	-	0	0	0	0	0	0	-	0	0	0	0	-	-	0	0	-	0	0	0	0	0	-	0	0	0	0	-	-	0	0	-	0	0	0	0	-	0	0	0	0	-	-	0	0	-	0	0	0	-	0	0	0	0	-	-	0	0	-	0	0	-	0	0	0	0	-	-	0	0	-	0	0	-	-	-	-	-	-	-	-	-	-	-	0	0	0	-	-	0	0	-	0	0	0	0	-	-	0	0	-	0	0	0	-	-	0	0	-	0	0	-	-	0	0	-	0	0	-	-	-	-	-	-	-	-	-	-	-	0	-	0	0	-	0	0	-	-	0
OG0000758	0	0	0	0	0	0	0	0	-	0	0.0074	0	0.0074	-	0	-	-	0	0	0	0	0	0	0	0	0	0	-	0	0.0074	0	0.0074	-	0	-	-	0	0	0	0	0	0	0	0	0	-	0	0.0074	0	0.0074	-	0	-	-	0	0	0	0	0	0	0	0	-	0	0.0074	0	0.0074	-	0	-	-	0	0	0	0	0	0	0	-	0	0.0074	0	0.0074	-	0	-	-	0	0	0	0	0	0	-	0	0.0074	0	0.0074	-	0	-	-	0	0	0	0	0	-	0	0.0074	0	0.0074	-	0	-	-	0	0	0	0	-	0	0.0074	0	0.0074	-	0	-	-	0	0	0	-	0	0.0074	0	0.0074	-	0	-	-	0	0	0	-	-	-	-	-	-	-	-	-	-	-	0.0074	0	0.0074	-	0	-	-	0	0	0	0.0074	0	-	0.0074	-	-	0.0074	0.0074	0.0074	0.0074	-	0	-	-	0	0	0	-	0.0074	-	-	0.0074	0.0074	0.0074	-	-	-	-	-	-	-	-	0	0	0	-	-	-	-	-	-	-	0	0	0
OG0000759	0	0	0	0.0146	0	0	0	0	-	0	0	0	0	-	0	0	-	0	0	-	0	0	0.0146	0	0	0	0	-	0	0	0	0	-	0	0	-	0	0	-	0	0.0146	0	0	0	0	-	0	0	0	0	-	0	0	-	0	0	-	0.0146	0	0	0	0	-	0	0	0	0	-	0	0	-	0	0	-	0.0146	0.0146	0.0146	0.0146	-	0.0149	0.0146	0.0146	0.0146	-	0.0149	0.0146	-	0.0146	0.0146	-	0	0	0	-	0	0	0	0	-	0	0	-	0	0	-	0	0	-	0	0	0	0	-	0	0	-	0	0	-	0	-	0	0	0	0	-	0	0	-	0	0	-	-	0	0	0	0	-	0	0	-	0	0	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0	-	0	0	-	0	0	-	0	0	-	0	0	-	0	0	-	0	-	0	0	-	0	0	-	-	0	0	-	0	0	-	-	-	-	-	-	-	0	-	0	0	-	-	0	0	-	-	-	-	0	-	-
OG0000763	0	0	0	0	0	0	-	0	0	0.0180	0	0	0	-	-	0	0	0	-	0	0	0	0	0	0	-	0	0	0.0180	0	0	0	-	-	0	0	0	-	0	0	0	0	0	-	0	0	0.0180	0	0	0	-	-	0	0	0	-	0	0	0	0	-	0	0	0.0180	0	0	0	-	-	0	0	0	-	0	0	0	-	0	0	0.0180	0	0	0	-	-	0	0	0	-	0	0	-	0	0	0.0180	0	0	0	-	-	0	0	0	-	0	-	0	0	0.0180	0	0	0	-	-	0	0	0	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.0180	0	0	0	-	-	0	0	0	-	0	0.0180	0	0	0	-	-	0	0	0	-	0	0.0180	0.0180	0.0180	-	-	0.0180	0.0179	0.0180	-	0.0180	0	0	-	-	0	0	0	-	0	0	-	-	0	0	0	-	0	-	-	0	0	0	-	0	-	-	-	-	-	-	-	-	-	-	-	0	0	-	0	0	-	0	-	0	-
OG0000765	0.0104	0	0	0	0.0052	0	0	0	-	0.0052	0	0	0.0052	0.0052	0	0	0.0052	-	-	0	0.0104	0.0104	0.0103	0.0052	0.0104	0.0104	0.0104	-	0.0156	0.0104	0.0104	0.0156	0.0157	0.0104	0.0104	0.0157	-	-	0.0104	0	0	0.0052	0	0	0	-	0.0052	0	0	0.0052	0.0052	0	0	0.0052	-	-	0	0	0.0052	0	0	0	-	0.0052	0	0	0.0052	0.0052	0	0	0.0052	-	-	0	0.0052	0	0	0	-	0.0051	0	0	0.0051	0.0052	0	0	0.0052	-	-	0	0.0052	0.0052	0.0052	-	0.0104	0.0052	0.0052	0.0104	0.0105	0.0052	0.0052	0.0105	-	-	0.0052	0	0	-	0.0052	0	0	0.0052	0.0052	0	0	0.0052	-	-	0	0	-	0.0052	0	0	0.0052	0.0052	0	0	0.0052	-	-	0	-	0.0052	0	0	0.0052	0.0052	0	0	0.0052	-	-	0	-	-	-	-	-	-	-	-	-	-	-	0.0052	0.0052	0.0103	0.0104	0.0052	0.0052	0.0104	-	-	0.0052	0	0.0052	0.0052	0	0	0.0052	-	-	0	0.0052	0.0052	0	0	0.0052	-	-	0	0.0104	0.0052	0.0052	0.0103	-	-	0.0052	0.0052	0.0052	0.0105	-	-	0.0052	0	0.0052	-	-	0	0.0052	-	-	0	-	-	0.0052	-	-	-
OG0000766	0	0	-	0	0.0155	-	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	-	0	0.0155	-	0	0	0	0	0	0	0	0	0	-	-	0	0	0	-	0	0.0155	-	0	0	0	0	0	0	0	0	0	-	-	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0155	-	0	0	0	0	0	0	0	0	0	-	-	0	0	0	-	0.0155	0.0155	0.0155	0.0155	0.0155	0.0155	0.0155	0.0155	0.0155	-	-	0.0155	0.0155	0.0155	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	-	-	0	0	0	-	-	0	0	0	-	-	-	-	-	-	-	0	0	0
