OG	GCA_000634095__GCA_003210175	GCA_000634095__GCA_003213315	GCA_000634095__GCA_003278775	GCA_000634095__GCA_003280965	GCA_000634095__GCA_902521125	GCA_000634095__GCA_902532695	GCA_000634095__GCA_902539515	GCA_000634095__GCA_902543475	GCA_000634095__GCA_902580925	GCA_000634095__GCA_902595155	GCA_000634095__GCA_902596215	GCA_000634095__GCA_902611085	GCA_000634095__GCA_902614405	GCA_000634095__GCA_902614465	GCA_000634095__GCA_902616055	GCA_000634095__GCA_902621495	GCA_000634095__GCA_902624115	GCA_003210175__GCA_003213315	GCA_003210175__GCA_003278775	GCA_003210175__GCA_003280965	GCA_003210175__GCA_902521125	GCA_003210175__GCA_902532695	GCA_003210175__GCA_902539515	GCA_003210175__GCA_902543475	GCA_003210175__GCA_902580925	GCA_003210175__GCA_902595155	GCA_003210175__GCA_902596215	GCA_003210175__GCA_902611085	GCA_003210175__GCA_902614405	GCA_003210175__GCA_902614465	GCA_003210175__GCA_902616055	GCA_003210175__GCA_902621495	GCA_003210175__GCA_902624115	GCA_003213315__GCA_003278775	GCA_003213315__GCA_003280965	GCA_003213315__GCA_902521125	GCA_003213315__GCA_902532695	GCA_003213315__GCA_902539515	GCA_003213315__GCA_902543475	GCA_003213315__GCA_902580925	GCA_003213315__GCA_902595155	GCA_003213315__GCA_902596215	GCA_003213315__GCA_902611085	GCA_003213315__GCA_902614405	GCA_003213315__GCA_902614465	GCA_003213315__GCA_902616055	GCA_003213315__GCA_902621495	GCA_003213315__GCA_902624115	GCA_003278775__GCA_003280965	GCA_003278775__GCA_902521125	GCA_003278775__GCA_902532695	GCA_003278775__GCA_902539515	GCA_003278775__GCA_902543475	GCA_003278775__GCA_902580925	GCA_003278775__GCA_902595155	GCA_003278775__GCA_902596215	GCA_003278775__GCA_902611085	GCA_003278775__GCA_902614405	GCA_003278775__GCA_902614465	GCA_003278775__GCA_902616055	GCA_003278775__GCA_902621495	GCA_003278775__GCA_902624115	GCA_003280965__GCA_902521125	GCA_003280965__GCA_902532695	GCA_003280965__GCA_902539515	GCA_003280965__GCA_902543475	GCA_003280965__GCA_902580925	GCA_003280965__GCA_902595155	GCA_003280965__GCA_902596215	GCA_003280965__GCA_902611085	GCA_003280965__GCA_902614405	GCA_003280965__GCA_902614465	GCA_003280965__GCA_902616055	GCA_003280965__GCA_902621495	GCA_003280965__GCA_902624115	GCA_902521125__GCA_902532695	GCA_902521125__GCA_902539515	GCA_902521125__GCA_902543475	GCA_902521125__GCA_902580925	GCA_902521125__GCA_902595155	GCA_902521125__GCA_902596215	GCA_902521125__GCA_902611085	GCA_902521125__GCA_902614405	GCA_902521125__GCA_902614465	GCA_902521125__GCA_902616055	GCA_902521125__GCA_902621495	GCA_902521125__GCA_902624115	GCA_902532695__GCA_902539515	GCA_902532695__GCA_902543475	GCA_902532695__GCA_902580925	GCA_902532695__GCA_902595155	GCA_902532695__GCA_902596215	GCA_902532695__GCA_902611085	GCA_902532695__GCA_902614405	GCA_902532695__GCA_902614465	GCA_902532695__GCA_902616055	GCA_902532695__GCA_902621495	GCA_902532695__GCA_902624115	GCA_902539515__GCA_902543475	GCA_902539515__GCA_902580925	GCA_902539515__GCA_902595155	GCA_902539515__GCA_902596215	GCA_902539515__GCA_902611085	GCA_902539515__GCA_902614405	GCA_902539515__GCA_902614465	GCA_902539515__GCA_902616055	GCA_902539515__GCA_902621495	GCA_902539515__GCA_902624115	GCA_902543475__GCA_902580925	GCA_902543475__GCA_902595155	GCA_902543475__GCA_902596215	GCA_902543475__GCA_902611085	GCA_902543475__GCA_902614405	GCA_902543475__GCA_902614465	GCA_902543475__GCA_902616055	GCA_902543475__GCA_902621495	GCA_902543475__GCA_902624115	GCA_902580925__GCA_902595155	GCA_902580925__GCA_902596215	GCA_902580925__GCA_902611085	GCA_902580925__GCA_902614405	GCA_902580925__GCA_902614465	GCA_902580925__GCA_902616055	GCA_902580925__GCA_902621495	GCA_902580925__GCA_902624115	GCA_902595155__GCA_902596215	GCA_902595155__GCA_902611085	GCA_902595155__GCA_902614405	GCA_902595155__GCA_902614465	GCA_902595155__GCA_902616055	GCA_902595155__GCA_902621495	GCA_902595155__GCA_902624115	GCA_902596215__GCA_902611085	GCA_902596215__GCA_902614405	GCA_902596215__GCA_902614465	GCA_902596215__GCA_902616055	GCA_902596215__GCA_902621495	GCA_902596215__GCA_902624115	GCA_902611085__GCA_902614405	GCA_902611085__GCA_902614465	GCA_902611085__GCA_902616055	GCA_902611085__GCA_902621495	GCA_902611085__GCA_902624115	GCA_902614405__GCA_902614465	GCA_902614405__GCA_902616055	GCA_902614405__GCA_902621495	GCA_902614405__GCA_902624115	GCA_902614465__GCA_902616055	GCA_902614465__GCA_902621495	GCA_902614465__GCA_902624115	GCA_902616055__GCA_902621495	GCA_902616055__GCA_902624115	GCA_902621495__GCA_902624115
OG0000917	0.0083	0.0339	-	0.0246	0.0339	0.0169	0.0339	0.0339	0.0250	0.0083	0.0339	-	-	0.0339	0.0428	0.0603	-	0.0252	-	0.0163	0.0252	0.0084	0.0252	0.0252	0.0165	0	0.0252	-	-	0.0252	0.0338	0.0510	-	-	0.0247	0	0.0342	0	0	0.0251	0.0252	0	-	-	0	0.0083	0.0423	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0247	0.0249	0.0247	0.0247	0.0162	0.0163	0.0247	-	-	0.0247	0.0331	0.0499	-	0.0342	0	0	0.0251	0.0252	0	-	-	0	0.0083	0.0423	-	0.0342	0.0342	0.0253	0.0084	0.0342	-	-	0.0342	0.0432	0.0609	-	0	0.0251	0.0252	0	-	-	0	0.0083	0.0423	-	0.0251	0.0252	0	-	-	0	0.0083	0.0423	-	0.0165	0.0251	-	-	0.0251	0.0336	0.0507	-	0.0252	-	-	0.0252	0.0338	0.0510	-	-	-	0	0.0083	0.0423	-	-	-	-	-	-	-	-	-	-	0.0083	0.0423	-	0.0506	-	-
OG0000923	0.0038	0.0075	0.0038	0.0038	-	0.0038	0.0075	-	-	0.0038	0.0153	-	0	0.0076	0.0114	-	0.0038	0.0115	0.0077	0.0077	-	0.0076	0.0115	-	-	0	0.0193	-	0.0038	0.0115	0.0155	-	0	0.0115	0.0115	-	0.0114	0	-	-	0.0115	0.0076	-	0.0075	0	0.0038	-	0.0115	0.0077	-	0.0077	0.0115	-	-	0.0077	0.0194	-	0.0038	0.0116	0.0155	-	0.0077	-	0.0076	0.0115	-	-	0.0077	0.0194	-	0.0038	0.0115	0.0155	-	0.0077	-	-	-	-	-	-	-	-	-	-	-	-	0.0114	-	-	0.0076	0.0192	-	0.0038	0.0114	0.0153	-	0.0076	-	-	0.0115	0.0076	-	0.0075	0	0.0038	-	0.0115	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0193	-	0.0038	0.0115	0.0155	-	0	-	0.0153	0.0077	0.0116	-	0.0193	-	-	-	-	-	0.0076	0.0114	-	0.0038	0.0038	-	0.0115	-	0.0155	-
OG0000924	0.0106	0	-	0	0	0	-	0	0	0.0106	0	0	0	-	0.0053	0.0214	0.0106	0.0106	-	0.0106	0.0106	0.0106	-	0.0106	0.0106	0	0.0106	0.0106	0.0106	-	0.0159	0.0321	0	-	0	0	0	-	0	0	0.0106	0	0	0	-	0.0053	0.0214	0.0106	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	-	0	0	0.0106	0	0	0	-	0.0053	0.0215	0.0106	0	-	0	0	0.0106	0	0	0	-	0.0053	0.0214	0.0106	-	0	0	0.0106	0	0	0	-	0.0053	0.0214	0.0106	-	-	-	-	-	-	-	-	-	-	0	0.0106	0	0	0	-	0.0053	0.0214	0.0106	0.0106	0	0	0	-	0.0053	0.0214	0.0106	0.0106	0.0106	0.0106	-	0.0159	0.0321	0	0	0	-	0.0053	0.0215	0.0106	0	-	0.0053	0.0214	0.0106	-	0.0053	0.0214	0.0106	-	-	-	0.0268	0.0159	0.0321
OG0000926	0	0	-	0.0205	0	0	0	0	0	0	-	0	0	0	0	0.0661	0	0	-	0.0205	0	0	0	0	0	0	-	0	0	0	0	0.0661	0	-	0.0205	0	0	0	0	0	0	-	0	0	0	0	0.0661	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0205	0.0205	0.0205	0.0205	0.0205	0.0205	-	0.0205	0.0205	0.0205	0.0205	0.0875	0.0205	0	0	0	0	0	-	0	0	0	0	0.0662	0	0	0	0	0	-	0	0	0	0	0.0661	0	0	0	0	-	0	0	0	0	0.0661	0	0	0	-	0	0	0	0	0.0661	0	0	-	0	0	0	0	0.0661	0	-	0	0	0	0	0.0661	0	-	-	-	-	-	-	0	0	0	0.0661	0	0	0	0.0661	0	0	0.0661	0	0.0661	0	0.0661
OG0000927	0	0.0242	-	0	0.0242	0.5710	0.0242	-	0.0162	0	-	-	-	0.0242	0.0324	0.0920	0	0.0242	-	0	0.0242	0.5710	0.0242	-	0.0162	0	-	-	-	0.0242	0.0324	0.0920	0	-	0.0242	0	0.6120	0	-	0.0406	0.0242	-	-	-	0	0.0079	0.0994	0.0242	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0242	0.5711	0.0242	-	0.0162	0	-	-	-	0.0242	0.0324	0.0920	0	0.6118	0	-	0.0406	0.0242	-	-	-	0	0.0079	0.0994	0.0242	0.6118	-	0.5857	0.5710	-	-	-	0.6118	0.6367	0.5745	0.5710	-	0.0406	0.0242	-	-	-	0	0.0079	0.0994	0.0242	-	-	-	-	-	-	-	-	-	0.0162	-	-	-	0.0406	0.0490	0.1097	0.0162	-	-	-	0.0242	0.0324	0.0920	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0079	0.0994	0.0242	0.1084	0.0324	0.0920
OG0000928	0.0127	0.3878	-	0.0127	0.3888	0.0847	0.3888	-	0.0387	0.0127	0.3888	-	0.0064	0.4134	0.3888	0.0515	-	0.4069	-	0	0.4080	0.0700	0.4080	-	0.0252	0	0.4080	-	0.0191	0.4332	0.4080	0.0377	-	-	0.4069	0	0.3848	0	-	0.3752	0.4069	0	-	0.3901	0.0126	0	0.3907	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.4080	0.0700	0.4080	-	0.0252	0	0.4080	-	0.0191	0.4332	0.4080	0.0377	-	0.3858	0	-	0.3761	0.4080	0	-	0.3912	0.0126	0	0.3917	-	0.3858	-	0.0434	0.0700	0.3858	-	0.0923	0.4087	0.3858	0.0687	-	-	0.3761	0.4080	0	-	0.3912	0.0126	0	0.3917	-	-	-	-	-	-	-	-	-	-	0.0252	0.3761	-	0.0457	0.3994	0.3761	0.0372	-	0.4080	-	0.0191	0.4332	0.4080	0.0377	-	-	0.3912	0.0126	0	0.3917	-	-	-	-	-	-	0.4159	0.3912	0.0586	-	0.0126	0.4153	-	0.3917	-	-
OG0000929	0.0268	0.3300	-	0.0339	0.3301	0.0334	0.3330	-	0.0335	0.0417	0.3300	-	0	0.3300	0.3203	0.0550	0.0268	0.3379	-	0.0066	0.3380	0.0198	0.3410	-	0.0065	0.0136	0.3379	-	0.0268	0.3379	0.3280	0.0408	0	-	0.3285	0	0.3206	0.0058	-	0.3463	0.3583	0	-	0.3300	0	0	0.3618	0.3379	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.3286	0.0268	0.3314	-	0.0132	0.0206	0.3285	-	0.0339	0.3285	0.3187	0.0482	0.0066	0.3207	0.0058	-	0.3464	0.3584	0	-	0.3301	0	0	0.3619	0.3380	0.3234	-	0.0264	0.0342	0.3206	-	0.0334	0.3206	0.3112	0.0336	0.0198	-	0.3494	0.3617	0.0058	-	0.3330	0.0058	0.0059	0.3651	0.3410	-	-	-	-	-	-	-	-	-	0.0204	0.3463	-	0.0335	0.3463	0.3363	0.0476	0.0065	0.3583	-	0.0417	0.3583	0.3479	0.0564	0.0136	-	0.3300	0	0	0.3618	0.3379	-	-	-	-	-	0.3300	0.3203	0.0550	0.0268	0	0.3618	0.3379	0.3515	0.3280	0.0408
OG0000932	0.0110	-	0.2207	0.1433	0.1273	0.3094	0.1273	0.1273	0.1273	0.0110	0.1273	0.2991	-	0.1273	0.1273	0.0110	-	-	0.2208	0.1301	0.1148	0.2933	0.1148	0.1148	0.1148	0	0.1148	0.2995	-	0.1148	0.1148	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1223	0.2330	0.2118	0.2330	0.2330	0.2330	0.2208	0.2330	0.1109	-	0.2329	0.2330	0.2208	-	0.1149	0.2328	0.1149	0.1149	0.1149	0.1301	0.1149	0.1913	-	0.1149	0.1149	0.1301	-	0.2721	0	0	0	0.1148	0	0.2766	-	0	0	0.1148	-	0.2721	0.2721	0.2721	0.2933	0.2721	0.2216	-	0.2720	0.2721	0.2933	-	0	0	0.1148	0	0.2766	-	0	0	0.1148	-	0	0.1148	0	0.2766	-	0	0	0.1148	-	0.1148	0	0.2766	-	0	0	0.1148	-	0.1148	0.2995	-	0.1148	0.1148	0	-	0.2766	-	0	0	0.1148	-	-	0.2765	0.2766	0.2995	-	-	-	-	-	0	0.1148	-	0.1148	-	-
OG0000933	0	-	-	0	0	0.1334	0	0	0	0	-	0	-	0	-	0	0	-	-	0	0	0.1334	0	0	0	0	-	0	-	0	-	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.1334	0	0	0	0	-	0	-	0	-	0	0	0.1334	0	0	0	0	-	0	-	0	-	0	0	0.1334	0.1334	0.1334	0.1334	-	0.1334	-	0.1334	-	0.1334	0.1334	0	0	0	-	0	-	0	-	0	0	0	0	-	0	-	0	-	0	0	0	-	0	-	0	-	0	0	-	0	-	0	-	0	0	-	-	-	-	-	-	-	0	-	0	0	-	-	-	-	-	0	0	-	-	0
OG0000937	0.0185	-	-	0	0.0374	0	0.0374	0.0374	0.0188	-	0.0374	0.0381	0	0.0188	0.0185	0.0986	-	-	-	0.0185	0.0182	0.0185	0.0182	0.0182	0.0375	-	0.0182	0.0569	0.0185	0.0374	0	0.1188	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0374	0	0.0374	0.0374	0.0188	-	0.0374	0.0381	0	0.0188	0.0185	0.0986	-	0.0374	0	0	0.0568	-	0	0.0374	0.0374	0.0184	0.0182	0.1397	-	0.0374	0.0374	0.0188	-	0.0374	0.0381	0	0.0188	0.0185	0.0986	-	0	0.0568	-	0	0.0374	0.0374	0.0184	0.0182	0.1397	-	0.0568	-	0	0.0374	0.0374	0.0184	0.0182	0.1397	-	-	0.0568	0.0581	0.0188	0.0381	0.0375	0.1196	-	-	-	-	-	-	-	-	0.0374	0.0374	0.0184	0.0182	0.1397	-	0.0381	0.0188	0.0569	0.0986	-	0.0188	0.0185	0.0986	-	0.0374	0.1194	-	0.1188	-	-
OG0000939	0.0149	0	-	0.0153	0	0.0149	0	0	0	0	0	-	0	0	0.0149	0.0466	0.0153	0.0149	-	0.0304	0.0149	0	0.0149	0.0149	0.0149	0.0149	0.0149	-	0.0149	0.0149	0.0296	0.0620	0.0305	-	0.0153	0	0.0149	0	0	0	0	0	-	0	0	0.0149	0.0466	0.0153	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0152	0.0304	0.0152	0.0152	0.0152	0.0152	0.0152	-	0.0153	0.0152	0.0303	0.0640	0.0313	0.0149	0	0	0	0	0	-	0	0	0.0148	0.0465	0.0153	0.0149	0.0149	0.0149	0.0149	0.0149	-	0.0149	0.0149	0.0296	0.0620	0.0305	0	0	0	0	-	0	0	0.0148	0.0465	0.0153	0	0	0	-	0	0	0.0148	0.0465	0.0153	0	0	-	0	0	0.0148	0.0465	0.0153	0	-	0	0	0.0148	0.0465	0.0153	-	0	0	0.0148	0.0465	0.0153	-	-	-	-	-	0	0.0149	0.0466	0.0153	0.0148	0.0465	0.0153	0.0618	0.0304	0.0474
OG0000942	0.0164	0.0082	-	0.0245	-	0.0163	-	0.0082	0.0082	0.0331	0.0082	0	0	-	0.0700	-	0.0164	0.0250	-	0.0081	-	0.0163	-	0.0250	0.0082	0.0164	0.0250	0.0164	0.0164	-	0.0795	-	0	-	0.0333	-	0.0249	-	0	0.0166	0.0423	0	0.0082	0.0082	-	0.0799	-	0.0250	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0244	-	0.0333	0.0163	0.0244	0.0333	0.0245	0.0245	-	0.0692	-	0.0081	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0249	0.0082	0.0329	0.0249	0.0163	0.0163	-	0.0791	-	0.0163	-	-	-	-	-	-	-	-	-	-	0.0166	0.0423	0	0.0082	0.0082	-	0.0799	-	0.0250	0.0248	0.0166	0.0082	0.0082	-	0.0704	-	0.0082	0.0423	0.0331	0.0331	-	0.0793	-	0.0164	0.0082	0.0082	-	0.0799	-	0.0250	0	-	0.0700	-	0.0164	-	0.0700	-	0.0164	-	-	-	-	0.0795	-
OG0000943	0.0953	0	-	0.1353	0.0091	0.0092	0	0	0.1357	0	0	0.1154	0	-	0	0.3173	0.0954	0.0950	-	0.0393	0.1057	0.1060	0.0953	0.0953	0.0394	0.0953	0.0953	0.0424	0.0953	-	0.0953	0.4329	0	-	0.1348	0.0091	0.0091	0	0	0.1352	0	0	0.1150	0	-	0	0.3159	0.0950	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1457	0.1461	0.1353	0.1353	0	0.1353	0.1353	0.0821	0.1353	-	0.1353	0.4942	0.0393	0.0182	0.0091	0.0091	0.1461	0.0091	0.0091	0.1257	0.0091	-	0.0091	0.3293	0.1057	0.0092	0.0092	0.1464	0.0092	0.0092	0.1260	0.0092	-	0.0092	0.3305	0.1060	0	0.1357	0	0	0.1154	0	-	0	0.3173	0.0954	0.1357	0	0	0.1154	0	-	0	0.3173	0.0954	0.1357	0.1357	0.0823	0.1357	-	0.1357	0.5055	0.0394	0	0.1154	0	-	0	0.3173	0.0954	0.1154	0	-	0	0.3173	0.0954	0.1154	-	0.1154	0.3408	0.0424	-	0	0.3173	0.0954	-	-	-	0.3173	0.0954	0.4333
OG0000947	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0477	0.0158	0.0321	-	0.0158	0.0820	-	0.0321	0.0158	0.0477	0.0477	0.0482	-	0.0477	0.0673	-	0.0312	0.0155	-	0.0312	0.0309	-	0.0155	0.0312	0	0	0.0311	-	0	0.0488	-	0.0158	-	0	0.0643	-	0.0158	0	0.0312	0.0312	0.0317	-	0.0312	0.0495	-	-	0.0158	0.0481	-	0	0.0158	0.0155	0.0155	0.0158	-	0.0155	0.0329	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0643	-	0.0158	0	0.0312	0.0312	0.0317	-	0.0312	0.0495	-	-	0.0481	0.0643	0.0309	0.0309	0.0641	-	0.0309	0.0490	-	-	-	-	-	-	-	-	-	-	0.0158	0.0155	0.0155	0.0158	-	0.0155	0.0329	-	0.0312	0.0312	0.0317	-	0.0312	0.0495	-	0	0.0311	-	0	0.0488	-	0.0311	-	0	0.0488	-	-	0.0311	0.0494	-	-	-	-	0.0488	-	-
OG0000948	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0.0181	-	0	0	-	0	0	0.0185	0	0.0185	-	0	0	-	0	0.0181	-	0	0	-	0	0	0.0185	0	0.0185	-	0	0	-	0.0181	-	0	0	-	0	0	0.0185	0	0.0185	-	0	0	-	-	0.0181	0.0181	-	0.0181	0.0181	0.0372	0.0181	0.0374	-	0.0181	0.0181	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	0	0	0.0185	0	0.0185	-	0	0	-	-	0	0	0.0185	0	0.0185	-	0	0	-	-	-	-	-	-	-	-	-	-	0	0.0185	0	0.0185	-	0	0	-	0.0185	0	0.0185	-	0	0	-	0.0185	0.0382	-	0.0185	0.0185	-	0.0185	-	0	0	-	-	0.0185	0.0185	-	-	-	-	0	-	-
OG0000949	0	0	0	0	-	0.0281	0	-	0	0	0	0	0	-	0	0.0276	-	0	0	0	-	0.0281	0	-	0	0	0	0	0	-	0	0.0276	-	0	0	-	0.0281	0	-	0	0	0	0	0	-	0	0.0276	-	0	-	0.0281	0	-	0	0	0	0	0	-	0	0.0276	-	-	0.0281	0	-	0	0	0	0	0	-	0	0.0276	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0281	-	0.0281	0.0281	0.0281	0.0281	0.0281	-	0.0281	0.0561	-	-	0	0	0	0	0	-	0	0.0276	-	-	-	-	-	-	-	-	-	-	0	0	0	0	-	0	0.0276	-	0	0	0	-	0	0.0276	-	0	0	-	0	0.0276	-	0	-	0	0.0276	-	-	0	0.0276	-	-	-	-	0.0276	-	-
OG0000954	0.0177	0.0132	0.0177	-	0.0132	0.0088	-	-	0.0044	0.0133	0.0132	0.0176	0	0.0178	0.0044	0.0410	0.0177	0.0221	0.0267	-	0.0221	0.0177	-	-	0.0131	0.0044	0.0221	0.0266	0.0177	0.0268	0.0132	0.0501	0	0.0221	-	0	0.0132	-	-	0.0087	0.0177	0	0.0043	0.0132	0.0044	0.0087	0.0455	0.0221	-	0.0221	0.0177	-	-	0.0132	0.0223	0.0221	0.0265	0.0177	0.0267	0.0132	0.0503	0.0267	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0132	-	-	0.0087	0.0177	0	0.0043	0.0132	0.0044	0.0087	0.0455	0.0221	-	-	0.0044	0.0133	0.0132	0.0176	0.0088	0.0177	0.0044	0.0409	0.0177	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0088	0.0087	0.0131	0.0044	0.0132	0	0.0360	0.0131	0.0177	0.0221	0.0133	0.0223	0.0088	0.0455	0.0044	0.0043	0.0132	0.0044	0.0087	0.0455	0.0221	0.0176	0.0087	0.0131	0.0500	0.0266	0.0178	0.0044	0.0410	0.0177	0.0132	0.0504	0.0268	0.0360	0.0132	0.0501
OG0000956	0.0094	0.0127	-	0.0031	0.0127	-	0.0127	0.0127	0.0094	0.0063	0.0127	0.0127	-	0.0193	-	0.0255	0.0063	0.0159	-	0.0126	0.0159	-	0.0159	0.0159	0.0126	0.0031	0.0159	0.0159	-	0.0226	-	0.0288	0.0031	-	0.0160	0	-	0	0	0.0160	0.0127	0	0	-	0.0064	-	0.0323	0.0127	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0160	-	0.0160	0.0160	0.0127	0.0094	0.0160	0.0160	-	0.0227	-	0.0288	0.0094	-	0	0	0.0160	0.0127	0	0	-	0.0064	-	0.0323	0.0127	-	-	-	-	-	-	-	-	-	-	-	0	0.0160	0.0127	0	0	-	0.0064	-	0.0323	0.0127	0.0160	0.0127	0	0	-	0.0064	-	0.0323	0.0127	0.0095	0.0160	0.0160	-	0.0226	-	0.0288	0.0095	0.0127	0.0127	-	0.0194	-	0.0256	0	0	-	0.0064	-	0.0323	0.0127	-	0.0064	-	0.0323	0.0127	-	-	-	-	-	0.0393	0.0194	-	-	0.0256
OG0000957	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	0	0	0.0175	-	0	-	0	0	0	0	0	0	0.0691	0	-	0	0	0.0175	-	0	-	0	0	0	0	0	0	0.0690	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.0174	-	0	-	0	0	0	0	0	0	0.0687	0	0.0175	-	0	-	0	0	0	0	0	0	0.0690	0	-	0.0175	-	0.0175	0.0175	0.0175	0.0175	0.0175	0.0175	0.0677	0.0175	-	-	-	-	-	-	-	-	-	-	-	0	0	0	0	0	0	0.0690	0	-	-	-	-	-	-	-	-	0	0	0	0	0	0.0691	0	0	0	0	0	0.0690	0	0	0	0	0.0691	0	0	0	0.0691	0	0	0.0690	0	0.0691	0	0.0691
OG0000958	0.0089	0.0182	-	0.0089	0.0089	0.0089	0.0089	0.0089	0.0089	0.0089	0.0089	0.0181	0.0089	0.0089	0.0089	-	0.0089	0.0092	-	0	0	0	0	0	0	0	0	0.0091	0	0	0	-	0	-	0.0092	0.0092	0.0091	0.0092	0.0092	0.0092	0.0092	0.0092	0.0185	0.0092	0.0092	0.0092	-	0.0092	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0	0	0	0	0	0.0091	0	0	0	-	0	0	0	0	0	0	0	0.0091	0	0	0	-	0	0	0	0	0	0	0.0091	0	0	0	-	0	0	0	0	0	0.0091	0	0	0	-	0	0	0	0	0.0091	0	0	0	-	0	0	0	0.0091	0	0	0	-	0	0	0.0091	0	0	0	-	0	0.0091	0	0	0	-	0	0.0091	0.0091	0.0091	-	0.0091	0	0	-	0	0	-	0	-	0	-
OG0000960	0.0237	0.2477	-	-	0.2477	0.0682	0.2477	-	0.0332	0.0284	0.2477	-	0	0.2474	0.2477	0.0578	0.0237	0.2340	-	-	0.2340	0.0535	0.2340	-	0.0094	0.0047	0.2340	-	0.0237	0.2337	0.2340	0.0434	0	-	-	0	0.2641	0	-	0.2464	0.2396	0	-	0.2477	0	0	0.2695	0.2340	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.2641	0	-	0.2464	0.2396	0	-	0.2477	0	0	0.2695	0.2340	0.2641	-	0.0587	0.0584	0.2641	-	0.0682	0.2638	0.2641	0.0581	0.0535	-	0.2464	0.2396	0	-	0.2477	0	0	0.2695	0.2340	-	-	-	-	-	-	-	-	-	0.0141	0.2464	-	0.0332	0.2462	0.2464	0.0532	0.0094	0.2396	-	0.0284	0.2393	0.2396	0.0482	0.0047	-	0.2477	0	0	0.2695	0.2340	-	-	-	-	-	0.2474	0.2477	0.0578	0.0237	0	0.2619	0.2337	0.2695	0.2340	0.0434
OG0000961	0.0051	0	0.0102	0.0101	0	0.0153	-	0.0102	0.0050	-	0	-	0	0	0	-	0.0051	0.0051	0.0051	0.0152	0.0051	0.0101	-	0.0153	0.0101	-	0.0051	-	0.0051	0.0051	0.0051	-	0	0.0102	0.0101	0	0.0153	-	0.0102	0.0050	-	0	-	0	0	0	-	0.0051	0.0204	0.0102	0.0153	-	0.0205	0.0152	-	0.0102	-	0.0102	0.0102	0.0102	-	0.0051	0.0101	0.0255	-	0.0204	0.0152	-	0.0101	-	0.0101	0.0101	0.0101	-	0.0152	0.0153	-	0.0102	0.0050	-	0	-	0	0	0	-	0.0051	-	0.0258	0.0204	-	0.0153	-	0.0153	0.0153	0.0153	-	0.0101	-	-	-	-	-	-	-	-	-	-	0.0153	-	0.0102	-	0.0102	0.0102	0.0102	-	0.0153	-	0.0050	-	0.0050	0.0050	0.0050	-	0.0101	-	-	-	-	-	-	-	-	0	0	0	-	0.0051	-	-	-	-	-	0	0	-	0.0051	0	-	0.0051	-	0.0051	-
OG0000964	0.0189	-	-	0	0.0095	0.0095	0.0193	0.0095	0.0095	0.0189	-	0.0095	-	0.0189	-	0.0380	0.0189	-	-	0.0189	0.0094	0.0094	0.0191	0.0094	0.0094	0	-	0.0094	-	0.0187	-	0.0379	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0095	0.0095	0.0193	0.0095	0.0095	0.0189	-	0.0095	-	0.0189	-	0.0380	0.0189	0	0.0096	0	0	0.0094	-	0	-	0.0094	-	0.0284	0.0094	0.0096	0	0	0.0094	-	0	-	0.0094	-	0.0284	0.0094	0.0096	0.0096	0.0191	-	0.0096	-	0.0191	-	0.0384	0.0191	0	0.0094	-	0	-	0.0094	-	0.0284	0.0094	0.0094	-	0	-	0.0094	-	0.0284	0.0094	-	0.0094	-	0.0187	-	0.0379	0	-	-	-	-	-	-	-	0.0094	-	0.0284	0.0094	-	-	-	-	-	0.0379	0.0187	-	-	0.0379
